icao24,origin_country,velocity,on_ground
c0619d,Canada,197.44,False
7586cf,Philippines,225.94,False
c06196,Canada,211.2,False
88085a,Thailand,228.41,False
c06193,Canada,237.46,False
a5bd0b,United States,0.0,True
c0618f,Canada,254.01,False
a06a54,United States,231.25,False
c0618c,Canada,219.72,False
781106,China,219.12,False
7c6de8,Australia,95.95,False
7c6de4,Australia,205.01,False
a2b1ab,United States,219.73,False
7586a0,Philippines,200.46,False
7c6ddf,Australia,183.69,False
4bab24,Turkey,216.48,False
4bab30,Turkey,241.8,False
a44d62,United States,212.61,False
781111,China,217.17,False
7c6dd6,Australia,243.65,False
7c6dd5,Australia,163.04,False
7c6dd4,Australia,245.63,False
a9087f,United States,193.75,False
78110d,China,263.47,False
846bd8,Japan,213.29,False
a7a25f,United States,243.57,False
c06167,Canada,266.73,False
a0ba4e,United States,194.29,False
a44d3f,United States,201.18,False
ab686f,United States,208.55,False
a31a2d,United States,271.72,False
a3f7b8,United States,129.13,False
ac0ba7,United States,189.37,False
7c6dbb,Australia,168.67,False
7c6dba,Australia,206.33,False
84bbbd,Japan,56.02,False
7c6db4,Australia,212.9,False
7c6db3,Australia,216.59,False
ac6204,United States,201.02,False
a0cd92,United States,46.04,False
7c6db9,Australia,257.53,False
aa7e9b,United States,202.76,False
aa7e9a,United States,78.26,False
c07676,Canada,0.45,True
a68d6f,United States,270.35,False
c05004,Canada,10.8,True
a2fa6a,United States,131.83,False
a8d4ad,United States,119.36,False
a511f6,United States,199.72,False
c05007,Canada,216.12,False
a897e4,United States,141.77,False
ac75ee,United States,173.31,False
a884b6,United States,247.67,False
758806,Philippines,235.86,False
4c31e2,Serbia,186.35,False
a4f1e5,United States,223.41,False
7c14fc,Australia,50.78,False
c05030,Canada,241.32,False
a7a1b1,United States,126.87,False
aa7e7d,United States,192.95,False
a31a76,United States,3.34,True
a31a77,United States,224.22,False
aa7e7a,United States,208.03,False
a1da83,United States,48.87,False
7810f8,China,127.83,False
a511fd,United States,239.11,False
a28904,United States,201.34,False
c0502e,Canada,199.6,False
a6dd89,United States,238.22,False
845b1b,Japan,45.33,False
c06358,Canada,138.38,False
c06359,Canada,120.09,False
aa7e79,United States,196.74,False
7cad4a,Australia,108.26,False
c0501e,Canada,284.69,False
7c4a53,Australia,166.23,False
acb2ad,United States,189.51,False
acc5f0,United States,200.65,False
ac62f3,United States,158.61,False
a03618,United States,277.92,False
7c4a56,Australia,4.12,True
aa7e74,United States,207.13,False
7c4a57,Australia,11.83,True
7c4a55,Australia,158.84,False
a2d92a,United States,193.13,False
a21fd2,United States,250.49,False
a3d1b1,United States,215.31,False
a2d939,United States,178.01,False
aa35e1,United States,202.98,False
7c1609,Australia,105.27,False
a68d38,United States,236.28,False
a7c7a2,United States,277.37,False
a524e1,United States,203.61,False
a01012,United States,37.07,False
add2b5,United States,154.28,False
a657f4,United States,224.47,False
acc5fb,United States,187.34,False
aa7e56,United States,155.17,False
a777bf,United States,194.52,False
a67a16,United States,49.29,False
4baa66,Turkey,236.03,False
4baa62,Turkey,233.18,False
399224,France,194.68,False
7586fc,Philippines,165.53,False
aa7e3a,United States,203.81,False
400775,United Kingdom,291.76,False
aa7e2e,United States,196.28,False
aa7e36,United States,186.2,False
a07cc7,United States,123.57,False
4baa6b,Turkey,271.0,False
4baa6a,Turkey,230.92,False
86eb36,Japan,247.12,False
a89915,United States,226.52,False
a27676,United States,189.79,False
ab9e15,United States,42.56,False
a0103b,United States,204.45,False
a44ca0,United States,191.35,False
a3962d,United States,258.36,False
abb8a0,United States,234.69,False
a3d326,United States,254.41,False
a1fff2,United States,118.69,False
a93d9f,United States,8.23,True
a6594f,United States,0.39,True
a3c001,United States,84.31,False
ab68dd,United States,6.94,True
a01037,United States,128.21,False
a38367,United States,249.84,False
a37032,United States,220.29,False
7cad48,Australia,244.63,False
7cad46,Australia,232.33,False
7cad40,Australia,206.84,False
7cad44,Australia,254.37,False
4258ee,United Kingdom,14.4,True
7c01c2,Australia,150.82,False
88808d,Viet Nam,217.16,False
a3f91e,United States,194.18,False
a7b4ea,United States,296.14,False
7c01c0,Australia,104.49,False
a8d4f6,United States,0.0,True
7c01c1,Australia,115.47,False
a8d4ef,United States,240.3,False
a44cda,United States,147.72,False
a1a697,United States,192.45,False
a1ecfd,United States,187.66,False
a01097,United States,78.2,False
a7b4f2,United States,182.94,False
8678e2,Japan,5.14,True
aa6b9f,United States,296.24,False
a2b348,United States,223.16,False
c8276a,New Zealand,228.86,False
c8276c,New Zealand,46.92,False
ac75d5,United States,80.49,False
ac62a9,United States,2.06,True
3a46ad,France,133.06,False
7c4a0c,Australia,0.0,True
abb8ea,United States,207.33,False
7c4a0d,Australia,128.32,False
a6ca7f,United States,230.16,False
3a46b7,France,140.28,False
3a46b3,France,133.05,False
48436c,Kingdom of the Netherlands,216.28,False
48436f,Kingdom of the Netherlands,251.22,False
e49700,Brazil,254.3,False
a2766f,United States,249.47,False
a39662,United States,237.95,False
484368,Kingdom of the Netherlands,115.4,False
a8d4cc,United States,137.77,False
a1304f,United States,112.74,False
a3965c,United States,1.54,True
aba5d1,United States,173.25,False
a14380,United States,274.87,False
88809a,Viet Nam,188.09,False
a4f35f,United States,167.15,False
a68cfd,United States,0.0,True
4ca86e,Ireland,4.12,True
abb995,United States,194.22,False
4005c1,United Kingdom,6.69,True
781273,China,252.1,False
a75359,United States,159.02,False
ad9645,United States,272.97,False
ad9646,United States,233.75,False
a8c329,United States,225.1,False
a8996b,United States,135.98,False
ac0cf8,United States,189.16,False
e495cf,Brazil,198.07,False
ac501e,United States,179.47,False
ad7016,United States,103.38,False
a63388,United States,3.6,True
0acc95,Colombia,137.87,False
770590,Sri Lanka,256.79,False
46f013,Greece,15.43,True
ab4383,United States,275.02,False
a94fe5,United States,38.66,False
4ca852,Ireland,175.37,False
ad2ce1,United States,182.38,False
a62063,United States,0.0,True
3b53ff,France,0.0,True
ac5041,United States,220.71,False
aa7ce2,United States,69.56,False
7c5be5,Australia,2.57,False
a2a035,United States,57.83,False
a3969c,United States,49.33,False
a7668a,United States,214.86,False
a94ff9,United States,200.55,False
a89953,United States,156.2,False
a20e38,United States,119.1,False
e495fc,Brazil,130.32,False
a022c4,United States,281.28,False
a022c6,United States,248.52,False
a6331a,United States,161.89,False
a5bccd,United States,239.14,False
e84075,Ecuador,186.33,False
e84071,Ecuador,72.33,False
7c0296,Australia,65.36,False
aa3637,United States,38.59,False
e495df,Brazil,133.31,False
aca02f,United States,184.69,False
a155ac,United States,49.61,False
4005bc,United Kingdom,209.05,False
aa4953,United States,193.65,False
a262ad,United States,203.52,False
e48396,Brazil,234.37,False
a1a5cf,United States,119.9,False
a262d4,United States,166.29,False
aa7e16,United States,7.72,True
a9e391,United States,163.84,False
4bbd09,Turkey,233.65,False
a55b0f,United States,54.3,False
ac892e,United States,250.95,False
a8609f,United States,143.84,False
a0ce68,United States,134.08,False
abb930,United States,76.17,False
a44e1c,United States,185.1,False
a8609a,United States,149.74,False
781209,China,212.94,False
a98051,United States,3.6,True
a1a5d6,United States,214.83,False
a3e5e3,United States,105.52,False
a8c36d,United States,205.0,False
a645b4,United States,162.89,False
ac893a,United States,127.01,False
781214,China,232.03,False
78120b,China,215.63,False
a898a9,United States,111.42,False
a3e5ea,United States,41.98,False
a0bb8b,United States,263.55,False
3a220a,France,71.02,False
0d09b3,Mexico,84.16,False
4a4d79,Romania,219.85,False
a3f8b8,United States,113.61,False
a2b2e1,United States,259.69,False
4baa10,Turkey,214.62,False
ac1fdb,United States,232.97,False
4ca7d8,Ireland,225.02,False
ac0cab,United States,317.76,False
abb94f,United States,134.59,False
a262fa,United States,73.78,False
a06b8a,United States,49.14,False
abb972,United States,123.91,False
0d09d5,Mexico,200.95,False
a32e86,United States,257.22,False
76d256,Singapore,182.63,False
78123c,China,229.01,False
a2c5db,United States,226.19,False
ad3fd6,United States,198.53,False
a86064,United States,245.02,False
a8c32a,United States,223.67,False
ad9642,United States,163.81,False
a9f64b,United States,245.24,False
ac8985,United States,6.17,True
a44e59,United States,207.37,False
ac7658,United States,245.58,False
a2fb32,United States,246.17,False
a1ea70,United States,273.48,False
a9f29e,United States,4.89,True
888183,Viet Nam,229.57,False
c0730e,Canada,212.39,False
a2c1bd,United States,72.24,False
a3f4ea,United States,126.79,False
a82d25,United States,85.19,False
ac72a4,United States,70.99,False
a654cb,United States,221.0,False
7811ef,China,249.11,False
a7d7b5,United States,200.24,False
888177,Viet Nam,165.97,False
a414e8,United States,2.83,True
88815c,Viet Nam,179.95,False
aa7b33,United States,196.11,False
c02fe5,Canada,238.01,False
a0a903,United States,209.89,False
a07a7b,United States,83.15,False
a57d7d,United States,87.2,False
abeb31,United States,211.75,False
a6ed3e,United States,59.46,False
a56a56,United States,186.2,False
5084d1,Ukraine,146.37,False
a6ed3b,United States,241.48,False
c811de,New Zealand,63.52,False
a6a4d5,United States,153.5,False
ac85ce,United States,189.93,False
88818e,Viet Nam,213.0,False
ac85ee,United States,105.47,False
aba2b7,United States,206.68,False
acd5ad,United States,185.44,False
abb5e2,United States,225.26,False
abb5e6,United States,243.18,False
abb5ec,United States,11.32,True
e4967f,Brazil,219.68,False
ad2b43,United States,4.63,True
86eaf2,Japan,207.93,False
88812b,Viet Nam,21.19,False
a8d27e,United States,182.46,False
ac0b61,United States,2.31,True
ab9b81,United States,236.85,False
a04641,United States,208.45,False
a3f4c6,United States,43.12,False
a44a6d,United States,176.36,False
a1c90e,United States,274.62,False
888129,Viet Nam,194.93,False
ac72e4,United States,0.0,True
888167,Viet Nam,247.78,False
888168,Viet Nam,248.06,False
a05940,United States,196.52,False
ac0b80,United States,214.74,False
c02fd5,Canada,201.78,False
a44a61,United States,195.28,False
ac0b96,United States,244.64,False
a57d55,United States,56.73,False
ac0b7f,United States,278.99,False
88813a,Viet Nam,1.54,True
a3094d,United States,226.78,False
a1530d,United States,39.95,False
a33ca9,United States,239.39,False
a34fae,United States,188.97,False
a2e935,United States,233.41,False
7c5e46,Australia,69.25,False
a904f0,United States,192.44,False
a66935,United States,251.65,False
a10fce,United States,80.94,False
7cae04,Australia,193.83,False
a7fa76,United States,7.72,True
a81a81,United States,7.2,True
7811a3,China,238.92,False
a7fa70,United States,0.0,True
a0a967,United States,138.33,False
a521f8,United States,154.66,False
a0337c,United States,190.08,False
ac608e,United States,224.99,False
7cae4a,Australia,152.78,False
7811aa,China,130.34,False
aaa8d0,United States,65.73,False
a40312,United States,192.26,False
a26025,United States,227.44,False
a82d52,United States,240.38,False
a0205c,United States,246.04,False
aa7b78,United States,202.15,False
ac98c1,United States,65.58,False
a81a27,United States,103.16,False
7c5e84,Australia,61.33,False
a0a98f,United States,5.66,True
a04692,United States,185.09,False
a29991,United States,203.01,False
485345,Kingdom of the Netherlands,247.41,False
ab9b13,United States,200.08,False
7cae45,Australia,13.73,False
c00a68,Canada,0.0,True
a6ed7f,United States,126.45,False
a41632,United States,0.0,True
a04695,United States,185.21,False
7c15dd,Australia,36.54,False
a7fa2d,United States,205.22,False
a68a90,United States,164.23,False
ab52a2,United States,257.19,False
aacb16,United States,53.42,False
845c8c,Japan,73.85,False
a27326,United States,168.64,False
845c8d,Japan,166.17,False
a1fcc5,United States,235.74,False
7c15e1,Australia,59.73,False
8520c0,Japan,100.48,False
7c5e66,Australia,50.93,False
7c5e64,Australia,52.07,False
abb5a3,United States,259.31,False
ac1cac,United States,181.6,False
4bcde9,Turkey,226.0,False
4bcdf0,Turkey,232.8,False
c01d2d,Canada,221.48,False
a95fd3,United States,213.02,False
a2c35b,United States,204.96,False
4bcded,Turkey,257.56,False
4bcdeb,Turkey,206.44,False
ac2fea,United States,182.28,False
a27380,United States,201.43,False
a3d039,United States,200.99,False
4bcdf9,Turkey,237.77,False
a77645,United States,203.54,False
c084a3,Canada,0.0,True
a2602c,United States,245.39,False
aba30b,United States,280.78,False
ace974,United States,0.06,True
78139f,China,217.63,False
c071a4,Canada,218.88,False
ac8659,United States,158.6,False
a2869c,United States,222.77,False
ab4027,United States,51.88,False
aa8cb2,United States,159.95,False
7cacd7,Australia,8.23,True
a15397,United States,278.8,False
7c168b,Australia,55.26,False
acc31a,United States,221.27,False
e494f1,Brazil,257.22,False
a78945,United States,165.66,False
ac733b,United States,13.38,True
a08e3c,United States,4.63,True
a69ca2,United States,64.44,False
ad3cdf,United States,260.99,False
ab5383,United States,196.38,False
4bcdfa,Turkey,271.42,False
a2b060,United States,73.24,False
a6ffc3,United States,215.23,False
a6b94a,United States,51.44,False
e494bc,Brazil,139.03,False
a7d928,United States,46.01,False
a5dfda,United States,40.84,False
a5232b,United States,211.54,False
adf63f,United States,1.29,True
a6430a,United States,196.98,False
acd675,United States,64.19,False
405e23,United Kingdom,201.52,False
abb68c,United States,190.88,False
a07b3e,United States,140.78,False
a32b04,United States,121.33,False
a8d365,United States,217.13,False
7c1648,Australia,6.17,True
a08e82,United States,208.09,False
e48273,Brazil,221.55,False
a7506a,United States,0.06,True
ac0a81,United States,149.68,False
e4827c,Brazil,0.77,True
7c0307,Australia,55.05,False
aaa910,United States,0.0,False
a1c8bd,United States,215.6,False
781326,China,192.28,False
a5ce02,United States,269.12,False
acc1eb,United States,223.17,False
a4ae28,United States,94.56,False
78131d,China,0.0,True
aaa929,United States,209.63,False
acc1ee,United States,209.05,False
4851f6,Kingdom of the Netherlands,258.38,False
a33e08,United States,243.39,False
781333,China,133.01,False
846f00,Japan,97.95,False
e49590,Brazil,227.86,False
0d83de,Venezuela,212.42,False
a6a681,United States,54.15,False
ad0919,United States,276.9,False
a5237f,United States,280.01,False
846def,Japan,131.41,False
ac2fa4,United States,249.16,False
a9afe7,United States,204.09,False
a07b8f,United States,0.0,True
abb601,United States,240.05,False
4851af,Kingdom of the Netherlands,251.48,False
abc91f,United States,205.99,False
a33e5e,United States,65.47,False
780031,China,235.03,False
aa202a,United States,55.8,False
aaa954,United States,218.87,False
7cacb1,Australia,176.64,False
781364,China,258.11,False
7cacb0,Australia,173.49,False
a1b5e7,United States,233.57,False
ac2fc3,United States,208.21,False
a33e4a,United States,245.16,False
a91986,United States,95.01,False
78136a,China,188.88,False
501c22,Croatia,250.69,False
abec26,United States,0.0,True
e49523,Brazil,126.25,False
aa7c64,United States,255.27,False
e49526,Brazil,139.81,False
e4952a,Brazil,235.08,False
e4952b,Brazil,218.35,False
ab53e4,United States,69.09,False
a82e2e,United States,2.31,True
e4952f,Brazil,138.96,False
a44b56,United States,194.64,False
ab53f1,United States,222.07,False
